new_code_raw	old_code_raw	new_comment_raw	old_comment_raw	label	pre_label	AST_level	line_counts	new_code_token_num
"public Mono<BigDecimal> fakeOuterNumberSerialize(BigDecimal body) throws RestClientException { Object postBody = body; String path = UriComponentsBuilder.fromPath(""/fake/outer/number"").build().toUriString(); final MultiValueMap<String, String> queryParams = new LinkedMultiValueMap<String, String>(); final HttpHeaders headerParams = new HttpHeaders(); final MultiValueMap<String, String> cookieParams = new LinkedMultiValueMap<String, String>(); final MultiValueMap<String, Object> formParams = new LinkedMultiValueMap<String, Object>(); final String[] accepts = { ""*/*"" }; final List<MediaType> accept = apiClient.selectHeaderAccept(accepts); final String[] contentTypes = { }; final MediaType contentType = apiClient.selectHeaderContentType(contentTypes); String[] authNames = new String[] { }; ParameterizedTypeReference<BigDecimal> returnType = new ParameterizedTypeReference<BigDecimal>() {}; return apiClient.invokeAPI(path, HttpMethod.POST, queryParams, postBody, headerParams, cookieParams, formParams, accept, contentType, authNames, returnType); }"	"    public Mono<BigDecimal> fakeOuterNumberSerialize(BigDecimal body) throws RestClientException {
        Object postBody = body;
        
        String path = UriComponentsBuilder.fromPath(""/fake/outer/number"").build().toUriString();
        
        final MultiValueMap<String, String> queryParams = new LinkedMultiValueMap<String, String>();
        final HttpHeaders headerParams = new HttpHeaders();
        final MultiValueMap<String, Object> formParams = new LinkedMultiValueMap<String, Object>();

        final String[] accepts = { 
            ""*/*""
        };
        final List<MediaType> accept = apiClient.selectHeaderAccept(accepts);
        final String[] contentTypes = { };
        final MediaType contentType = apiClient.selectHeaderContentType(contentTypes);

        String[] authNames = new String[] {  };

        ParameterizedTypeReference<BigDecimal> returnType = new ParameterizedTypeReference<BigDecimal>() {};
        return apiClient.invokeAPI(path, HttpMethod.POST, queryParams, postBody, headerParams, formParams, accept, contentType, authNames, returnType);
    }
"	Test serialization of outer number types 200 - Output number	Test serialization of outer number types 200 - Output number	0	1	8	23	177
public boolean isResolvable(PicoContainer container, ComponentAdapter adapter, Class expectedType) { final Class collectionType = getCollectionType(expectedType); return collectionType != null && (emptyCollection || getResolvingAdapters(container, adapter, expectedType).length > 0); }	"    public boolean isResolvable(PicoContainer container, ComponentAdapter adapter, Class expectedType) {
        final Class collectionType = getCollectionType(expectedType);
        if (collectionType != null) {
            return emptyCollection
                    || !getMatchingComponentAdapters(container, adapter, componentKeyType, getValueType(expectedType)).isEmpty();
        }
        return false;
    }
"	Check for a successful dependency resolution of the parameter for the expected type.	Test for dependency resolution of the parameter for the expected type.	1	0	8	6	45
public OracleQuery clone(Connection conn){ return new OracleQuery(conn, getTemplates(), getMetadata().clone()); }	"    public OracleQuery clone(Connection conn){
        return new OracleQuery(conn, templates, getMetadata().clone());   
    }
"	Clone the state of this query to a new SQLQueryImpl instance with the given Connection	Clone the state of this query to a new SQLQueryImpl instance with the given Connection	0	1	6	4	27
"public ResultSet executeQuery(String sql) throws SQLException { if( type==ResultSet.TYPE_FORWARD_ONLY && concurrency==ResultSet.CONCUR_READ_ONLY ) { ResultSet rs = internalExecuteQuery( sql ); if( rs != null ) return rs; else throw new SQLException(""No ResultSet was produced.""); } else return new freetds.CursorResultSet(this, sql); }"	"   public ResultSet executeQuery(String sql) throws SQLException
   {
        if ( type == ResultSet.TYPE_FORWARD_ONLY
                && concurrency == ResultSet.CONCUR_READ_ONLY ) {
            return internalExecuteQuery( getTds(sql), sql );
        }
        else {
            return new freetds.CursorResultSet( this, sql );
        }
   }
"	Execute an SQL statement that returns a single ResultSet.	Execute a SQL statement that retruns a single ResultSet	1	0	8	17	64
"@SuppressWarnings(""unchecked"") public static String append(final String url, final Map<String, ?> params) { if (params == null || params.isEmpty()) return url; final StringBuilder result = new StringBuilder(url); // Add trailing slash if the base URL doesn't have any path segments. // The following test is checking for the last slash not being part of // the protocol to host separator '://'. int firstColon = url.indexOf(':'); int lastSlash = url.lastIndexOf('/'); if (firstColon + 2 == lastSlash) result.append('/'); result.append('?'); Entry<String, ?> entry; Object value; Iterator<?> iterator = params.entrySet().iterator(); entry = (Entry<String, ?>) iterator.next(); result.append(entry.getKey()); result.append('='); value = entry.getValue(); if (value != null) result.append(value); while (iterator.hasNext()) { result.append('&'); entry = (Entry<String, ?>) iterator.next(); result.append(entry.getKey()); result.append('='); value = entry.getValue(); if (value != null) result.append(value); } return result.toString(); }"	"	@SuppressWarnings(""unchecked"")
	public static String append(String url, final Map<String, ?> params) {
		if (params == null || params.isEmpty())
			return url;

		StringBuilder result = new StringBuilder();
		if (!url.endsWith(""/""))
			url += ""/"";

		Entry<String, ?> entry;
		Object value;
		Iterator<?> iterator = params.entrySet().iterator();
		entry = (Entry<String, ?>) iterator.next();
		result.append(entry.getKey());
		result.append('=');
		value = entry.getValue();
		if (value != null)
			result.append(value);

		while (iterator.hasNext()) {
			result.append('&');
			entry = (Entry<String, ?>) iterator.next();
			result.append(entry.getKey());
			result.append('=');
			value = entry.getValue();
			if (value != null)
				result.append(value);
		}

		return url + '?' + result.toString();
	}
"	Append given query parameters to base URL	Append given parameters to base URL	1	0	10	40	269
public Iterator<Component> getComponentIterator() { return Collections.unmodifiableList(components).iterator(); }	"    public Iterator<Component> getComponentIterator() {
        return java.util.Collections.unmodifiableList(components).iterator();
    }
"	Gets the component container iterator for going through all the components (tab contents).	Gets the component container iterator for going trough all the components in the container.	1	0	5	5	18
public ApiResponse<Void> logoutUserWithHttpInfo() throws ApiException { okhttp3.Call localVarCall = logoutUserValidateBeforeCall(null, null); return localVarApiClient.execute(localVarCall); }	"    public ApiResponse<Void> logoutUserWithHttpInfo() throws ApiException {
        okhttp3.Call call = logoutUserValidateBeforeCall(null, null);
        return apiClient.execute(call);
    }
"	Logs out current logged in user session	Logs out current logged in user session	0	1	6	5	27
public String getVerboseMessage() { return getVerboseMessage(true); }	"  public String getVerboseMessage() {
    return generateMessage() + ""\n\n"" + ErrorHelper.buildCausesMessage(getCause());
  }
"	generates the message that will be displayed to the client.	generates the message that will be displayed to the client.	0	1	5	4	13
private static X509ExtendedTrustManager findFirstX509TrustManager(TrustManager[] tms) throws KeyManagementException { for (TrustManager tm : tms) { if (tm instanceof X509ExtendedTrustManager) { return (X509ExtendedTrustManager) tm; } if (tm instanceof X509TrustManager) { return new X509ExtendedTrustManagerWrapper((X509TrustManager) tm); } } return null; }	"    private static X509TrustManager findFirstX509TrustManager(TrustManager[] tms) {
        for (TrustManager tm : tms) {
            if (tm instanceof X509TrustManager) {
                return (X509TrustManager)tm;
            }
        }
        return null;
    }
"	Finds the first  X509ExtendedTrustManager or  X509TrustManager element in the provided array.	Finds the first X509TrustManager element in the provided array.	1	0	10	14	58
public Interval gap(ReadableInterval interval) { interval = DateTimeUtils.getReadableInterval(interval); if (overlaps(interval) || abuts(interval)) { return null; } long otherStart = interval.getStartMillis(); long otherEnd = interval.getEndMillis(); long thisStart = getStartMillis(); long thisEnd = getEndMillis(); if (thisStart >= otherEnd) { return new Interval(otherEnd, thisStart, getChronology()); } else { return new Interval(thisEnd, otherStart, getChronology()); } }	"    public Interval gap(ReadableInterval interval) {
        interval = DateTimeUtils.getReadableInterval(interval);
        if (overlaps(interval) || abuts(interval)) {
            return null;
        }
        long otherStart = interval.getStartMillis();
        long otherEnd = interval.getEndMillis();
        long thisStart = getStartMillis();
        long thisEnd = getEndMillis();
        if (thisStart >= otherEnd) {
            return new Interval(otherEnd, thisStart);
        } else {
            return new Interval(thisEnd, otherStart);
        }
    }
"	Gets the gap between this interval and another interval.	Gets the gap between this interval and that specified.	1	0	7	16	96
public static RequestQueue newRequestQueue(IRestProtocol implRestConnection, int threadPoolSize) { return newRequestQueue(RestParser.getInstance(implRestConnection), threadPoolSize); }	"    public static RequestQueue newRequestQueue(ImplRestConnection implRestConnection, int threadPoolSize) {
        return newRequestQueue(HttpRestParser.getInstance(implRestConnection), threadPoolSize);
    }
"	Create a new request queue, using NoHttp default request executor  RestProtocol and default response parser  RestParser.	Create a new request queue, using NoHttp default request executor HttpRestConnection and default response parser HttpRestParser.	1	0	6	4	25
public static String deprocess(String str, STextProcessor processor) { if ((str == null) || (str.length() <= 1)) return str; // make sure that LRE/PDF are added around the string STextEnvironment env = new STextEnvironment(null, false, STextEnvironment.ORIENT_UNKNOWN); if (!env.isProcessingNeeded()) return str; return STextEngine.fullToLeanText(processor, env, str, null); }	"	public static String deprocess(String str, STextProcessor processor) {
		if ((str == null) || (str.length() <= 1) || !isProcessingNeeded())
			return str;

		// make sure that LRE/PDF are added around the string
		STextEnvironment env = new STextEnvironment(null, false, STextEnvironment.ORIENT_UNKNOWN);
		return STextEngine.fullToLeanText(processor, env, str, null);
	}
"	Removes directional formatting characters in the given string.	Remove directional formatting characters in the given string that were inserted by the #processTyped processTyped method.	1	0	6	12	82
public static Properties parse(String s, Properties props) throws SQLException { return new ConnectStringParser(s).parse_(props); }	"    Properties parse(Properties props)
        throws SQLException
    {
        if (props == null) {
            props = new Properties();
        }
        while (i < n) {
            parsePair(props);
        }
        return props;
    }
"	Parses the connect string into an existing Properties object.	Parses the connect string into a Properties object.	1	0	6	6	26
public static String quote(String name) { if ( name == null || name.length() == 0 || isQuoted( name ) ) { return name; } else { return new StringBuffer( name.length() + 2 ).append('`').append( name ).append( '`' ).toString(); } }	"	public static String quote(String name) {
		if ( name == null || name.length() == 0 || isQuoted( name ) ) {
			return name;
		}
		else {
			return new StringBuilder( name.length() + 2 ).append('`').append( name ).append( '`' ).toString();
		}
	}
"	Return a representation of the given name ensuring quoting (wrapped with '`' characters).	Return a representation of the given name ensuring quoting (wrapped with '`' characters).	0	1	8	9	65
public long get(WithAttributes withAttributes) { return withAttributes.getAttributes().get(this); }	"    public long get(WithAttributes attributes) {
        return attributes.getAttributes().get(this);
    }
"	Extracts the attribute map from the specified  WithAttributes and returns the value of this attribute from the map.	Analogous to #get(WithAttributes) except returning a primitive long.	1	0	6	5	19
